Senyawa1,Senyawa2,AS
alpha-Terpinene,Kaempferol,0.09197366340223485
Kaempferol,(+)-S-Carvone,0.09197366340223485
Oleic acid,Punicalin,0.09193150599400605
Chelerythrine,(-)-Jasmonic acid,0.09193132448946405
Protopine,Chelerythrine,0.09193132448946405
Fisetin,Isoliquiritigenin,0.09188827045969902
N6-(delta2-Isopentenyl)adenine,9-Ribosyl-trans-zeatin,0.091860520431949
Protopine,Benzoic acid,0.09182616325473468
(-)-Jasmonic acid,Benzoic acid,0.09182616325473468
Lycopene,Isorhamnetin 3-O-beta-D-glucopyranoside,0.09182484182484181
Phaseollidin,Lycopene,0.09182484182484181
Kaempferol,Chelerythrine,0.09182018484344068
Glycyrrhizic acid,Vanillic acid,0.09178428409197639
Chelerythrine,Citric acid,0.09177512245300463
(R)-linalool,L-Phenylalanine,0.09177233023386873
Folic acid,Loganic acid,0.0917653774796632
Vincristine,Acetylursolic acid,0.09174025974025973
Naringenin,Loganic acid,0.09168351028816145
Sanguinarine,Isoferulic acid,0.09166196122717864
Chrysoeriol,Methyl rosmarinate,0.091627670575039
N6-(delta2-Isopentenyl)adenine,(R)-linalool,0.09160839160839161
Rutin,Peucedanin,0.09160233705688257
Spermidine,Serotonin,0.09158684452802099
Oestrone,9-Ribosyl-trans-zeatin,0.09157509157509161
Peucedanin,Coumestrol,0.09152591594452053
Isoprene,Berberine,0.09152386075462997
"3',4',7-Trihydroxyflavone",Labiatenic acid,0.0915103415103415
Chelerythrine,Isoliquiritigenin,0.09149986226398178
Myristicin,Quercetin,0.09147567496024851
Myricetin,Salicylic acid,0.09146847304742035
Liquiritin,alpha-Pinene,0.0914371624430796
Caffeic acid,Ajmalicine,0.09141819718742798
Quinic acid,Testosterone,0.0913894928600811
Tetrahydroalstonine,Betulinic acid,0.09137831865104593
Vanillin,Fisetin,0.09136318227227315
9-Ribosyl-trans-zeatin,Punicalin,0.09135507349793064
Apigenin,Fisetin,0.09135173769320111
Quercetin,beta-D-Glucosamine,0.09134615384615385
Fumaric acid,Punicalin,0.09133574758574757
Isoprene,Guanosine,0.09133174517789905
Coumestrol,Isoprene,0.09129153494090886
Vanillin,Lycopene,0.09128750037840948
Spermine,Myoinositol,0.09126156494577553
6-Hydroxymellein,(R)-linalool,0.09124764124764123
Sanguinarine,Loganin,0.09124209124209125
Rutin,Isoprene,0.09123510522111918
Ellagic acid,Chrysoeriol,0.09120616225879376
Protopine,6-Hydroxymellein,0.0911865911865912
(-)-Jasmonic acid,6-Hydroxymellein,0.0911865911865912
Palmitic acid,Lycopene,0.09114923538000462
Testosterone,"Methyl 3,4,5-trihydroxybenzoate",0.09112682189605263
Quercetin,Betulinic acid,0.09112657677250985
Serotonin,Ajmalicine,0.09112064406182054
Chrysoeriol,Serotonin,0.09111167470300602
Testosterone,"1,3,7-Trihydroxyxanthone",0.09107856429284994
Licuroside,Acetovanillone,0.09106045469681834
Ellagic acid,Ajmalicine,0.09105094905094907
Vincristine,beta-Monoolein,0.09104895104895103
Gallic acid,3-O-Caffeoylquinic acid,0.09104211006384919
Tanshinone I,N6-(delta2-Isopentenyl)adenine,0.09104157491254267
Glycyrrhizic acid,Vitamin A,0.0909887731316303
Kaempferol,Isoliquiritin,0.09098559098559099
Quinic acid,Spermidine,0.09098352627764393
alpha-Pinene,Naringin,0.09097248904941212
Riboflavin,Guanosine,0.09097152847152849
Adenosine,Ajmalicine,0.09096393802276159
Rutin,Coumestrol,0.09094217973710582
4-Terpineol,trans-Zeatin,0.09094080522651951
trans-Zeatin,alpha-Terpinene,0.09094080522651951
trans-Zeatin,(+)-S-Carvone,0.09094080522651951
"Methyl 3,4,5-trihydroxybenzoate",Isoprene,0.09093470631932173
Oxalic acid,(-)-Jasmonic acid,0.09093375760042428
Protopine,Oxalic acid,0.09093375760042428
Vindoline,Isorhamnetin 3-O-beta-D-glucopyranoside,0.09092990342990342
Vindoline,Phaseollidin,0.09092990342990342
Ellagic acid,Isoliquiritigenin,0.09092859521430945
Vanillin,Punicalin,0.09091665909847729
Spermidine,Vitamin A,0.0909033823319538
Ferruginol,Glycyrol,0.0908841158841159
Guanosine,Isoliquiritigenin,0.09085854621568903
Peucedanin,delta-Tocopherol,0.09085459994550901
Isoliquiritin,Oleanolic acid,0.090835634953282
2'-Hydroxygenistein,alpha-Pinene,0.09083224467839848
Tryptamine,Peucedanin,0.09083010013242568
Scopoletin,Licuroside,0.0908139479568051
Methyl rosmarinate,Citric acid,0.09081344187727168
trans-Zeatin,Serotonin,0.0907915613797967
Octadecanoic acid,Loganin,0.09078699078699079
beta-Monoolein,Kaempferol 3-glucuronide,0.0907842157842158
Liquiritin,Fisetin,0.09078314847545613
Tanshinone II,Fisetin,0.09077797202797198
Liquiritin,Vincristine,0.0907687184610261
6-Hydroxymellein,beta-D-Glucosamine,0.09074259074259076
Betulinic acid,6-Hydroxymellein,0.09069213614668158
alpha-Terpinene,3-O-Caffeoylquinic acid,0.090667096878277
3-O-Caffeoylquinic acid,4-Terpineol,0.090667096878277
3-O-Caffeoylquinic acid,(+)-S-Carvone,0.090667096878277
Chelerythrine,Oleic acid,0.09065992147387497
Loganic acid,"3,4-Dihydroxybenzoic acid",0.09065934065934067
Serotonin,Isoferulic acid,0.09065103694259703
Apigenin,Benzoic acid,0.09061205925317418
Chelerythrine,Cryptotanshinone,0.09060587593682398
Malic acid,Methyl rosmarinate,0.09060257923894291
(R)-linalool,Oxalic acid,0.09053539053539054
Sanguinarine,(R)-linalool,0.09051900480471911
N6-(delta2-Isopentenyl)adenine,trans-Zeatin,0.09051442384775717
Oestrone,Glycyrrhetinic acid,0.09049075924075912
Sanguinarine,beta-Carotene,0.09048986727558157
3-O-Caffeoylquinic acid,Serotonin,0.0904824076179575
Oestrone,"3,4-Dihydroxybenzoic acid",0.09046392204286927
Punicalin,alpha-Tocopherol,0.0904598450330158
Tryptamine,Rutin,0.09045077544020472
Chelerythrine,Tanshinone II,0.09041423692586482
Fumaric acid,Octadecanoic acid,0.09039405039405037
Gallic acid,Loganin,0.09037837162837163
Testosterone,delta-Tocopherol,0.09036872218690402
"1,3,7-Trihydroxyxanthone",Isoprene,0.09034646672009308
Indole-3-acetic acid,Oxalic acid,0.0903421974850546
Chrysoeriol,Benzoic acid,0.09033760725490045
L-Phenylalanine,Thiamine,0.09027047223333698
Apigenin,Labiatenic acid,0.09026880978100495
Adenosine,Trigonelline,0.0902663059525805
Vitamin A,Labiatenic acid,0.09025894740180455
Oestrone,Naringenin,0.09024851117874362
Riboflavin,alpha-Pinene,0.09023943089877154
Testosterone,Malic acid,0.0902324947779493
Loganic acid,"Methyl 3,4,5-trihydroxybenzoate",0.09015770554232093
Vincristine,Vanillin,0.09014379559834104
Kaempferol 3-glucuronide,Oleanolic acid,0.09013413057530706
Quinic acid,9-Ribosyl-trans-zeatin,0.09012835903592208
Acetovanillone,Oxalic acid,0.09012199921290831
Riboflavin,Coumarin,0.09011039086227061
Gibberellin A3,3' 5'-cyclic AMP,0.0900801784422474
Tryptamine,Coumestrol,0.09005650920199323
3-O-Caffeoylquinic acid,Fisetin,0.0900548726635683
Cryptotanshinone,Ellagic acid,0.09004175311867611
Benzoic acid,Trigonelline,0.09003254241349479
Spermine,Semilicoisoflavone B,0.08996952704046528
Glycyrrhizic acid,9-Ribosyl-trans-zeatin,0.08994576851719709
Chelerythrine,trans-Zeatin,0.08993246202548534
Isoliquiritin,Naringin,0.08993090243090243
trans-Zeatin,Hirsutrin,0.0899189699189699
Loganic acid,Riboflavin,0.08991008991008992
Fisetin,Naringin,0.08984973359973356
Riboflavin,Spermidine,0.08983397554826125
"3',4',7-Trihydroxyflavone",6-Hydroxymellein,0.08982683982683984
Palmitic acid,Hirsutrin,0.08981172673480367
Chrysoeriol,Guanosine,0.08978850097271149
Thiamine,6-Hydroxymellein,0.0897780380539001
Linoleic acid,Spermidine,0.08977272727272727
Ellagic acid,Acetylursolic acid,0.0897712287712288
Testosterone,Vanillic acid,0.08977112630958782
Isorhamnetin,Ferruginol,0.08976440226440228
Isoprene,Glycyrrhetinic acid,0.08974487051410131
3' 5'-cyclic AMP,Oleanolic acid,0.08972828641946293
Acetylursolic acid,Lycopene,0.08970404595404594
Linoleic acid,Quinic acid,0.08969706763824413
Vanillic acid,Spermidine,0.08968125891202815
Spermidine,Naringenin,0.08967311758009432
Testosterone,"3,4-Dihydroxybenzoic acid",0.08966494032283506
Ajmalicine,Oxalic acid,0.08965478965478965
Folic acid,Glycyrrhizic acid,0.08962466105323245
Ellagic acid,Tanshinone II,0.08961988011988
Methyl rosmarinate,3-O-Caffeoylquinic acid,0.08961328526545916
Pregnenolone,Tetrahydroalstonine,0.0895970695970696
Caffeic acid,Trigonelline,0.08955005108851267
Ellagic acid,Citric acid,0.0895257933555805
(R)-linalool,Hirsutrin,0.08947319347319348
Ajmalicine,alpha-Pinene,0.08947206639514332
Isoprene,Vitamin A,0.08946657737866533
Caffeic acid,Myricetin,0.08946075292229132
Vanillic acid,Labiatenic acid,0.08939920478382017
Benzoic acid,Isoliquiritigenin,0.08938000774735466
Peucedanin,"1,3,7-Trihydroxyxanthone",0.08936732909947186
Serotonin,Kaempferol,0.08934626581685408
alpha-Tocopherol,Lycopene,0.08934358324602226
Punicalin,2'-Hydroxygenistein,0.08933296433296435
Oleanolic acid,Octadecanoic acid,0.08932048343813045
Quercetin,Formononetin,0.0892938331018827
6-Hydroxymellein,alpha-Tocopherol,0.08929282100013806
Benzoic acid,Tanshinone II,0.08929047143332851
trans-Zeatin,Vincristine,0.08928700928700929
"3',4',7-Trihydroxyflavone",Kaempferol 3-glucuronide,0.0892024642024642
Gibberellin A3,Isoliquiritin,0.08916370985336501
Oxalic acid,Thiamine,0.08914839949322707
Vincristine,3-O-Caffeoylquinic acid,0.0891230508621813
Loganic acid,trans-Zeatin,0.08912075578742244
Serotonin,Citric acid,0.08908238194846457
Acetylursolic acid,Caffeic acid,0.089066702528241
Vitamin A,Oestrone,0.08904333761476613
Fisetin,Kaempferol,0.08904158904158901
Linoleic acid,Oestrone,0.08903492340992343
Citric acid,Benzoic acid,0.0890102804996421
Benzoic acid,Loganin,0.08900623186337472
Benzoic acid,Cryptotanshinone,0.08900013295617695
delta-Tocopherol,Tryptamine,0.0889596661266851
Tanshinone I,Hirsutrin,0.08884148109954565
Tanshinone I,Sanguinarine,0.08883589528750818
7-Hydroxycoumarin,Oxalic acid,0.08882651739794598
"3',4',7-Trihydroxyflavone",Vincristine,0.08882450882450883
Kaempferol,alpha-Pinene,0.08881970420431959
Punicalin,Liquiritin,0.08878621378621385
Scopoletin,N6-(delta2-Isopentenyl)adenine,0.08877630306201736
9-Ribosyl-trans-zeatin,Testosterone,0.08875410303981733
Oestrone,Folic acid,0.08874934589220294
2'-Hydroxygenistein,Fisetin,0.08874908874908868
alpha-Pinene,trans-Zeatin,0.08873747335285796
Ellagic acid,Kaempferol,0.08867456867456863
Salicylic acid,Apigenin,0.08866785760238893
Oleanolic acid,Punicalin,0.088655829464653
Sucrose,Hirsutrin,0.08863863409317956
Labiatenic acid,9-Ribosyl-trans-zeatin,0.08860980289551719
beta-D-Glucosamine,Lycopene,0.08858329170829171
alpha-Pinene,Citric acid,0.08857590854317533
"3,4-Dihydroxybenzoic acid",Isoprene,0.08857539221911691
Malic acid,Oestrone,0.08857354766445669
Hirsutrin,Isoferulic acid,0.08855666073057379
Labiatenic acid,Linoleic acid,0.08855380730380728
alpha-Pinene,Acetylursolic acid,0.08854991162683473
Chelerythrine,Liquiritin,0.08854770751014043
Tryptamine,Riboflavin,0.08851779449786094
Guanosine,Acetylursolic acid,0.08851148851148852
Gallic acid,Gibberellin A3,0.08848048503220918
beta-Monoolein,Benzoic acid,0.0884472670186956
Cryptotanshinone,Serotonin,0.08844549116042327
Cholesterol,Serotonin,0.08844097079391197
Testosterone,Glycyrrhetinic acid,0.0884321928071928
Oestrone,"Methyl 3,4,5-trihydroxybenzoate",0.08843122689276524
Oestrone,Riboflavin,0.08840207411635982
9-Ribosyl-trans-zeatin,Coumarin,0.08836276505449438
Kaempferol 3-glucuronide,Gibberellin A3,0.08832546763581245
Kaempferol,Benzoic acid,0.0883170883170883
Trigonelline,Salicylic acid,0.08830415847959709
Myricetin,Isoprene,0.08827710750787673
Trigonelline,Kaempferol 3-glucuronide,0.08825896325896325
Berberine,delta-Tocopherol,0.08825059238282376
Chelerythrine,Fumaric acid,0.08824741150322553
N6-(delta2-Isopentenyl)adenine,7-Hydroxycoumarin,0.08823980252551682
7-Hydroxycoumarin,Quercetin,0.08823757695938149
Ajmalicine,Guanosine,0.08823676323676324
Myricetin,Coumarin,0.08819786451365394
Naringin,Chelerythrine,0.0881920405176219
alpha-Pinene,3-O-Caffeoylquinic acid,0.08818940257067345
Testosterone,Vitamin A,0.08818110460967604
Lycopene,Gibberellin A3,0.08817045023941578
Vanillin,Chelerythrine,0.08814934184913051
Vanillic acid,Isoprene,0.08813080410713549
Octadecanoic acid,(-)-Jasmonic acid,0.08807488807488807
Octadecanoic acid,Protopine,0.08807488807488806
Guanosine,Cholesterol,0.0880473692973693
Vincristine,Cholesterol,0.08804528804528805
Folic acid,Testosterone,0.08802697302697307
Myricetin,Serotonin,0.08801819095936748
Apigenin,Caffeic acid,0.08800439710383415
beta-Monoolein,Salicylic acid,0.08794275899539056
Tetrahydroalstonine,"6,8-Diprenylgenistein",0.08793428793428792
Octadecanoic acid,beta-Monoolein,0.08792873792873793
Myricetin,Adenosine,0.08791535262123494
Guanosine,Cryptotanshinone,0.087867260944184
2'-Hydroxygenistein,Chelerythrine,0.08786499484173901
Acetylursolic acid,alpha-Terpinene,0.08784073069787356
Acetylursolic acid,4-Terpineol,0.08784073069787356
(+)-S-Carvone,Acetylursolic acid,0.08784073069787356
Glycyrrhizic acid,Myricetin,0.08783461908461904
3-O-Caffeoylquinic acid,Punicalin,0.08780893020023452
Serotonin,Vanillin,0.08780524288545678
Oxalic acid,Betulinic acid,0.0878010878010878
N6-(delta2-Isopentenyl)adenine,"3',4',7-Trihydroxyflavone",0.0878010878010878
Peucedanin,Riboflavin,0.08773904666761811
Citric acid,Caffeic acid,0.08772283363118043
Gallic acid,beta-Carotene,0.08771306818181816
Licuroside,Betulinic acid,0.08764972401336038
Ferruginol,p-Coumaric acid,0.08757546801025064
Citric acid,Guanosine,0.08757465938317002
Serotonin,Liquiritin,0.0875534721688568
Fumaric acid,Serotonin,0.08755166402225228
Fisetin,"3',4',7-Trihydroxyflavone",0.08750971250971251
Acetovanillone,N6-(delta2-Isopentenyl)adenine,0.0875034056852239
Peucedanin,Naringenin,0.08749680552006132
Gallic acid,Tanshinone I,0.08747301086010763
"1,3,7-Trihydroxyxanthone",Tryptamine,0.08744494707949846
Kaempferol,Caffeic acid,0.08742089511320282
3-O-Caffeoylquinic acid,Lycopene,0.08741801676584285
Folic acid,Methyl rosmarinate,0.08737453023167309
"3,4-Dihydroxybenzoic acid",Peucedanin,0.08736329460013678
Salicylic acid,Protopine,0.08736292946819262
(-)-Jasmonic acid,Salicylic acid,0.08736292946819262
Oxalic acid,Myristicin,0.08734560458698389
Linoleic acid,Testosterone,0.0873111263736264
Oestrone,Vanillic acid,0.0873109796186718
"3,4-Dihydroxybenzoic acid",Tryptamine,0.08729825865688787
Linoleic acid,Tryptamine,0.08727900006969773
Naringin,Ellagic acid,0.08726823176823173
Oleic acid,(+)-S-Carvone,0.08725560154131583
4-Terpineol,Oleic acid,0.08725560154131583
Oleic acid,alpha-Terpinene,0.08725560154131583
Gallic acid,Thiamine,0.0872511109580075
Apigenin,Adenosine,0.08724417619683039
Lycopene,"3',4',7-Trihydroxyflavone",0.08722527472527473
Vanillic acid,Loganic acid,0.08722047183585645
Gibberellin A3,Punicalin,0.08716714320162597
Gallic acid,Isoferulic acid,0.08714654910307083
p-Coumaric acid,Spermine,0.08714397730416037
Trigonelline,Glycyrrhizic acid,0.08714125380792045
Indole-3-acetic acid,Quercetin,0.08712528073430331
Oleic acid,Vincristine,0.08711888111888112
Tetrahydroalstonine,Isorhamnetin,0.0871073371073371
Tanshinone I,Isoliquiritin,0.0870903290258129
Vanillin,Isoliquiritin,0.08708967799876893
Salicylic acid,Ajmalicine,0.08708659761291339
(R)-linalool,3' 5'-cyclic AMP,0.08707750582750583
Trigonelline,Coumarin,0.08706238530799935
Punicalin,Isoferulic acid,0.08704610606784519
Myricetin,Testosterone,0.0870247807747808
Ellagic acid,Loganin,0.08700299700299699
Cholesterol,Kaempferol 3-glucuronide,0.086996336996337
Scopoletin,L-Phenylalanine,0.08698993314377927
Methyl rosmarinate,alpha-Tocopherol,0.08696994062847722
Ellagic acid,(-)-Jasmonic acid,0.08696858696858698
Ellagic acid,Protopine,0.08696858696858696
Rutin,Naringenin,0.08696448019915257
Malic acid,Isoprene,0.0869637355651342
delta-Tocopherol,Rutin,0.08689382243101253
alpha-Tocopherol,Octadecanoic acid,0.08689359421066738
Caffeic acid,Oleic acid,0.08684584646123096
Quinic acid,Rutin,0.08682939164222583
Linoleic acid,Peucedanin,0.08681630869130874
Oleic acid,Ellagic acid,0.08678271728271722
Isoliquiritin,2'-Hydroxygenistein,0.08677358677358679
Vincristine,Oleanolic acid,0.086768525592055
Vincamine,Vindoline,0.08676823176823176
alpha-Tocopherol,Kaempferol 3-glucuronide,0.08676689164494042
3-O-Caffeoylquinic acid,Hirsutrin,0.08675324675324675
Quinic acid,Peucedanin,0.08674119997649406
Rutin,"1,3,7-Trihydroxyxanthone",0.08670063702531239
beta-Monoolein,Ellagic acid,0.0866883116883117
Glycyrol,Sweroside,0.08667582417582417
Adenosine,Citric acid,0.08666385762756211
Salicylic acid,Acetylursolic acid,0.0866519445466814
Serotonin,Tanshinone II,0.08664570723394256
Salicylic acid,Citric acid,0.08663229267932497
Caffeic acid,beta-Monoolein,0.08662251210328134
Semilicoisoflavone B,Sweroside,0.08660904313078226
Berberine,Loganic acid,0.0865498138225411
L-Phenylalanine,Phaseollidin,0.08651604805450959
Isorhamnetin 3-O-beta-D-glucopyranoside,L-Phenylalanine,0.08651604805450959
Gibberellin A3,Octadecanoic acid,0.08650659685142442
3' 5'-cyclic AMP,"3',4',7-Trihydroxyflavone",0.0864968364968365
Serotonin,Berberine,0.08642159979058374
Tanshinone I,Octadecanoic acid,0.08640606705122832
delta-Tocopherol,Labiatenic acid,0.08639340457522274
Ellagic acid,Liquiritin,0.08637618791464942
6-Hydroxymellein,Sucrose,0.08635304089849545
2'-Hydroxygenistein,Ellagic acid,0.08633312633312629
trans-Zeatin,Punicalin,0.08632802382802383
Acetylursolic acid,Benzoic acid,0.08631844346130062
Spermidine,Malic acid,0.08629854993491362
Peucedanin,"Methyl 3,4,5-trihydroxybenzoate",0.08629255360024596
Glycyrrhetinic acid,Rutin,0.08625541125541128
Guanosine,alpha-Tocopherol,0.08622475085889718
Tetrahydroalstonine,Gancaonin U,0.08621933621933622
Tryptamine,"Methyl 3,4,5-trihydroxybenzoate",0.08620717386370343
Isoliquiritin,(R)-linalool,0.08619158619158618
"1,3,7-Trihydroxyxanthone",Coumestrol,0.08618416467253669
6-Hydroxymellein,Ajmalicine,0.08618048618048618
Sanguinarine,Palmitic acid,0.08617755870503123
Ferruginol,Uracil,0.08616903929403931
Sweroside,Uracil,0.08616383616383617
Cryptotanshinone,Methyl rosmarinate,0.08616170154631694
Quinic acid,Coumestrol,0.08613137888103681
Tanshinone I,Kaempferol 3-glucuronide,0.08610744094615061
alpha-Terpinene,Cholesterol,0.0860924789496218
(+)-S-Carvone,Cholesterol,0.0860924789496218
Cholesterol,4-Terpineol,0.0860924789496218
"(6S,9R)-Roseoside",Tetrahydroalstonine,0.08608851465994324
Loganic acid,Kaempferol,0.08606708606708609
Acetylursolic acid,Adenosine,0.08604336839630959
Fumaric acid,Vincristine,0.08598201798201799
Vitamin A,Peucedanin,0.085964035964036
Ellagic acid,Vanillin,0.08593406593406595
Benzoic acid,Naringin,0.08592360020931447
Ajmalicine,Benzoic acid,0.08590695019266446
Oxalic acid,Scopoletin,0.08590219304505017
Guanosine,Kaempferol,0.0858837108837109
2'-Hydroxygenistein,Serotonin,0.08585373291255645
"Methyl 3,4,5-trihydroxybenzoate",Rutin,0.08585198794989012
Protopine,alpha-Pinene,0.0858287012133166
(-)-Jasmonic acid,alpha-Pinene,0.0858287012133166
Salicylic acid,Chrysoeriol,0.08580339328261759
Gallic acid,"3',4',7-Trihydroxyflavone",0.08579961704961704
Coumarin,Apigenin,0.08578156973535661
Labiatenic acid,Folic acid,0.08576027147455721
(+)-S-Carvone,Vanillin,0.08574542340776113
Vanillin,4-Terpineol,0.08574542340776113
alpha-Terpinene,Vanillin,0.08574542340776113
Isoliquiritigenin,Serotonin,0.08574338826439673
