Senyawa1,Senyawa2,Topology Score
Apigenin,Acetovanillone,0.72400073764
Oestrone,Glycyrol,0.72400006281
Myricetin,7-Hydroxycoumarin,0.723871339344
Isoglycyrol,Citric acid,0.723577918747
Benzoic acid,Vanillic acid,0.723565256245
Ajmalicine,Fisetin,0.723337892434
Kaempferol,Cryptotanshinone,0.72328490915
Gibberellin A3,Peucedanin,0.723028118911
2'-Hydroxygenistein,Fumaric acid,0.72302490428
Gibberellin A3,Tryptamine,0.722966470935
Testosterone,Apigenin,0.722876353097
Isoglycyrol,Benzoic acid,0.722840016441
Caffeic acid,Glycyrol,0.722778034246
Myricetin,(R)-linalool,0.722704577299
Isoliquiritigenin,Vanillin,0.722611049515
Malic acid,Scopoletin,0.722610624458
Apigenin,Indole-3-acetic acid,0.722582304113
"(6S,9R)-Roseoside",Salicylic acid,0.722282077816
Vanillic acid,Fumaric acid,0.722218266581
Coumarin,"(6S,9R)-Roseoside",0.721644738847
(-)-Jasmonic acid,Ajmalicine,0.721428581556
Glycyrrhetinic acid,Indole-3-acetic acid,0.721414475001
Myristicin,Chrysoeriol,0.721412967254
Trigonelline,Acetovanillone,0.72140476829
Isoliquiritigenin,alpha-Tocopherol,0.72113972786
Adenosine,7-Hydroxycoumarin,0.721115457853
Scopoletin,"1,3,7-Trihydroxyxanthone",0.720928832058
Protopine,Ajmalicine,0.720839781828
"1,3,7-Trihydroxyxanthone",Octadecanoic acid,0.720781507435
Glycyrol,Citric acid,0.720603211188
Tryptamine,p-Coumaric acid,0.720332562508
Chrysoeriol,Folic acid,0.72030885274
Isoglycyrol,Oestrone,0.720106736067
alpha-Tocopherol,Isolicoflavonol,0.720074031182
alpha-Pinene,Vitamin A,0.719872689543
2'-Hydroxygenistein,Apigenin,0.719718454747
Formononetin,Citric acid,0.719682569534
Kaempferol,Caffeic acid,0.71940247745
"(6S,9R)-Roseoside","1,3,7-Trihydroxyxanthone",0.719275494857
Rutin,Peucedanin,0.719216297964
Betulinic acid,Fumaric acid,0.719128725125
Tanshinone I,Isoliquiritigenin,0.719073869828
Tanshinone II,Fumaric acid,0.719035152448
Apigenin,Riboflavin,0.718759460028
3-O-Caffeoylquinic acid,Glycyrol,0.718750219221
Tanshinone II,Myricetin,0.718605088983
Lycopene,beta-Carotene,0.718478064205
"6,8-Diprenylgenistein",Oestrone,0.718467360088
p-Coumaric acid,Oleic acid,0.718453638628
p-Coumaric acid,Malic acid,0.718329552417
p-Coumaric acid,Coumestrol,0.718165996919
Vitamin A,Caffeic acid,0.717965863195
p-Coumaric acid,Myricetin,0.717944119399
Myristicin,Naringin,0.717869523456
alpha-Pinene,Myristicin,0.717868149464
Myricetin,"6,8-Diprenylgenistein",0.71773544704
Acetovanillone,Glycyrol,0.717697549804
Oleic acid,Riboflavin,0.717483508905
Oleanolic acid,Formononetin,0.717340599639
Apigenin,Myoinositol,0.717311243207
Vincamine,Chrysoeriol,0.717175586061
Chrysoeriol,Pregnenolone,0.717175586061
Uracil,Chrysoeriol,0.717175586061
Scopoletin,3-O-Caffeoylquinic acid,0.717110081237
7-Hydroxycoumarin,Chrysoeriol,0.71702536692
Isoliquiritigenin,Myristicin,0.716828147262
Isolicoflavonol,Indole-3-acetic acid,0.716704514393
Caffeic acid,Apigenin,0.716645521956
Indole-3-acetic acid,Benzoic acid,0.716641361886
Coumarin,Ferruginol,0.716362215537
Octadecanoic acid,Gibberellin A3,0.716105660579
Kaempferol,Betulinic acid,0.71608075168
Salicylic acid,Myristicin,0.715872839735
Isoliquiritin,Phaseollidin,0.715629176269
Citric acid,"3,4-Dihydroxybenzoic acid",0.715615162099
Citric acid,p-Coumaric acid,0.715176746457
Acetovanillone,trans-Zeatin,0.715052375136
Isoferulic acid,Adenosine,0.714819842561
Citric acid,Vincristine,0.714807027645
Acetovanillone,3-O-Caffeoylquinic acid,0.714603083827
Caffeic acid,Oleic acid,0.714479191792
Spermine,Chelerythrine,0.714435340696
Semilicoisoflavone B,Ellagic acid,0.714345930999
(R)-linalool,Cryptotanshinone,0.714280827025
Hirsutrin,Licuroside,0.714269092141
Cryptotanshinone,"(6S,9R)-Roseoside",0.714250065509
Indole-3-acetic acid,"Methyl 3,4,5-trihydroxybenzoate",0.714202220051
"6,8-Diprenylgenistein",Quinic acid,0.714190321652
Chrysoeriol,Mitraphylline,0.71417816524
Semilicoisoflavone B,Chrysoeriol,0.71417816524
Vanillin,Isolicoflavonol,0.714161134656
Mitraphylline,Ellagic acid,0.714132417547
Isolicoflavonol,Tanshinone I,0.713750422868
Quinic acid,Myricetin,0.71353027049
Isoglycyrol,Caffeic acid,0.713403144548
Gibberellin A3,Myricetin,0.713339317762
Sucrose,Oleic acid,0.713322920773
Betulinic acid,Isoliquiritigenin,0.713271575428
Octadecanoic acid,(R)-linalool,0.713142710049
Vincristine,Coumarin,0.713088792094
Liquiritin,Fumaric acid,0.712993653876
3' 5'-cyclic AMP,Apigenin,0.712876416915
Ellagic acid,Scopoletin,0.712689283627
Quinic acid,Scopoletin,0.712671794407
Oleic acid,Scopoletin,0.712523028804
Oleic acid,Apigenin,0.712461879587
"6,8-Diprenylgenistein",Ellagic acid,0.712347475499
Chrysoeriol,trans-Zeatin,0.712315484752
Kaempferol,Myricetin,0.712279820126
Spermine,Quercetin,0.711952104529
Fumaric acid,Isolicoflavonol,0.711861607307
3-O-Caffeoylquinic acid,Indole-3-acetic acid,0.71168085397
Benzoic acid,Glycyrol,0.711444834505
Isolicoflavonol,Tanshinone II,0.711243037662
Acetovanillone,Citric acid,0.711015618974
Isolicoflavonol,Kaempferol,0.711001212224
Myricetin,Oleanolic acid,0.710930824139
Testosterone,"6,8-Diprenylgenistein",0.710849457616
"6,8-Diprenylgenistein",Citric acid,0.710825650598
7-Hydroxycoumarin,Naringin,0.710626609876
Chrysoeriol,alpha-Tocopherol,0.710521683937
Isolicoflavonol,Betulinic acid,0.710379079366
Benzoic acid,Apigenin,0.71032704629
Oestrone,3' 5'-cyclic AMP,0.710083449545
Isolicoflavonol,Glycyrrhetinic acid,0.709764750589
Glycyrrhetinic acid,7-Hydroxycoumarin,0.709514646924
Isoprene,Citric acid,0.709411036297
Rutin,Cryptotanshinone,0.709333831322
Tryptamine,Myristicin,0.709266062281
Formononetin,Tanshinone I,0.709179272839
Punicalin,Rutin,0.708978587947
Myristicin,L-Phenylalanine,0.708968333701
Hirsutrin,Cryptotanshinone,0.708944527625
Citric acid,Trigonelline,0.708806418713
Vincristine,Oestrone,0.708778097721
L-Phenylalanine,Riboflavin,0.708754242771
Peucedanin,Myricetin,0.70866078867
3-O-Caffeoylquinic acid,trans-Zeatin,0.708650223597
Chelerythrine,Sanguinarine,0.708343877927
Liquiritin,Isolicoflavonol,0.708290053648
Myricetin,Formononetin,0.708244766196
Fumaric acid,Octadecanoic acid,0.708093208613
Myristicin,Adenosine,0.708007321512
3' 5'-cyclic AMP,"1,3,7-Trihydroxyxanthone",0.707910669557
Indole-3-acetic acid,Chrysoeriol,0.707592931638
Naringin,alpha-Tocopherol,0.707517354501
"Methyl 3,4,5-trihydroxybenzoate",Isolicoflavonol,0.707507267814
Isolicoflavonol,2'-Hydroxygenistein,0.707500425422
Formononetin,Acetovanillone,0.707263579136
Isoglycyrol,Chrysoeriol,0.707253439832
Vitamin A,Octadecanoic acid,0.707099590743
Myricetin,"Methyl 3,4,5-trihydroxybenzoate",0.707079872552
2'-Hydroxygenistein,Myricetin,0.707070782623
Acetovanillone,Scopoletin,0.707003866049
"(6S,9R)-Roseoside",Oestrone,0.706983843858
Kaempferol,Tanshinone I,0.706977547348
Tryptamine,Spermine,0.706802047711
Isoliquiritigenin,p-Coumaric acid,0.706472950595
Apigenin,trans-Zeatin,0.706368426514
"(6S,9R)-Roseoside",Caffeic acid,0.706337224014
Isolicoflavonol,Vanillic acid,0.706326930111
Vitamin A,Cryptotanshinone,0.706238197025
Trigonelline,Apigenin,0.705981927383
Malic acid,7-Hydroxycoumarin,0.705923452514
Tryptamine,3' 5'-cyclic AMP,0.705805212897
p-Coumaric acid,Coumarin,0.705746240824
Spermine,Adenosine,0.705671825184
Myricetin,Vanillic acid,0.705511826779
beta-Monoolein,Linoleic acid,0.704612910114
Pregnenolone,Apigenin,0.704419351303
Apigenin,Vincamine,0.704419351303
Apigenin,Uracil,0.704419351303
Glycyrrhetinic acid,Testosterone,0.704318204149
Rutin,Glycyrrhetinic acid,0.70424234875
Apigenin,alpha-Tocopherol,0.704236387718
Isolicoflavonol,"3,4-Dihydroxybenzoic acid",0.704044451517
Indole-3-acetic acid,Citric acid,0.703827912903
Quinic acid,Adenosine,0.703644869852
Gibberellin A3,Cryptotanshinone,0.703586339071
3-O-Caffeoylquinic acid,Peucedanin,0.703582985749
Scopoletin,Indole-3-acetic acid,0.70335776269
Octadecanoic acid,Myristicin,0.703126758553
Coumestrol,Myricetin,0.703006755822
Cholesterol,Lycopene,0.702912484142
Quinic acid,Apigenin,0.702858267876
Kaempferol,alpha-Pinene,0.702635703973
Liquiritin,Myricetin,0.702506736634
Isolicoflavonol,Naringin,0.70244076186
Glycyrrhizic acid,Citric acid,0.702218790618
Vincristine,"1,3,7-Trihydroxyxanthone",0.702024895814
Myricetin,Malic acid,0.701829471702
Cryptotanshinone,p-Coumaric acid,0.701784351228
"6,8-Diprenylgenistein",Acetovanillone,0.701762520923
Ellagic acid,Isoglycyrol,0.701656739289
Fumaric acid,Chrysoeriol,0.701614877312
alpha-Pinene,(+)-S-Carvone,0.701539071877
alpha-Terpinene,alpha-Pinene,0.701539071877
alpha-Pinene,4-Terpineol,0.701539071877
Glycyrrhetinic acid,Myricetin,0.701423394341
Tanshinone I,Ellagic acid,0.701412367964
Naringenin,Citric acid,0.701326126088
Rutin,Coumarin,0.701257937648
Formononetin,Betulinic acid,0.701195698547
Salicylic acid,Fumaric acid,0.700885608214
p-Coumaric acid,"1,3,7-Trihydroxyxanthone",0.700776203742
Miltirone,Phaseollidin,0.70067620879
Caffeic acid,7-Hydroxycoumarin,0.700461805991
Coumarin,Riboflavin,0.700434142892
Gibberellin A3,Quinic acid,0.700252443831
3-O-Caffeoylquinic acid,Formononetin,0.699823123649
3-O-Caffeoylquinic acid,"6,8-Diprenylgenistein",0.699643243667
Isoferulic acid,Chrysoeriol,0.699096002666
L-Phenylalanine,Coumarin,0.698938087535
Malic acid,Citric acid,0.698690260706
beta-Monoolein,Glycyrrhizic acid,0.698676050091
Rutin,Hirsutrin,0.698629089351
alpha-Tocopherol,Myricetin,0.698494628768
Ellagic acid,Citric acid,0.698428720936
Trigonelline,Chrysoeriol,0.698279947297
alpha-Pinene,Benzoic acid,0.698279513403
Indole-3-acetic acid,Oestrone,0.697650837408
3-O-Caffeoylquinic acid,7-Hydroxycoumarin,0.69754634349
Testosterone,"Methyl 3,4,5-trihydroxybenzoate",0.697514415141
Citric acid,Riboflavin,0.697504422205
Fumaric acid,Isoliquiritigenin,0.697410247787
alpha-Pinene,Testosterone,0.697207536995
Chrysoeriol,"(6S,9R)-Roseoside",0.69676344497
Isolicoflavonol,Acetovanillone,0.69663160046
"1,3,7-Trihydroxyxanthone",Acetovanillone,0.69658259775
Punicalin,Betulinic acid,0.696572471013
7-Hydroxycoumarin,Apigenin,0.696448889365
Formononetin,Isolicoflavonol,0.696248291364
N6-(delta2-Isopentenyl)adenine,L-Phenylalanine,0.696217633129
Naringin,Fumaric acid,0.696216957825
Spermine,Myricetin,0.69590046478
Glycyrrhetinic acid,Citric acid,0.695708921599
Ellagic acid,Isoferulic acid,0.695547786225
Caffeic acid,Sanguinarine,0.695492639017
Benzoic acid,Gallic acid,0.694786146904
Fumaric acid,Tanshinone I,0.694706683663
Oestrone,Tanshinone I,0.694677901493
alpha-Tocopherol,Caffeic acid,0.694642300212
(R)-linalool,Quinic acid,0.694520459495
"1,3,7-Trihydroxyxanthone",Riboflavin,0.694358175099
Tryptamine,Indole-3-acetic acid,0.694339540789
Myricetin,Tanshinone I,0.694140933544
Quercetin,Oestrone,0.694108315289
"(6S,9R)-Roseoside",Ellagic acid,0.694043787487
Oleanolic acid,Quinic acid,0.694039723137
Adenosine,p-Coumaric acid,0.69326773025
Glycyrrhetinic acid,Apigenin,0.693234016723
Testosterone,Adenosine,0.693214864821
Vindoline,Sweroside,0.693077751228
Cholesterol,Octadecanoic acid,0.692783306667
Quinic acid,Coumarin,0.692783024543
Adenosine,Fumaric acid,0.692649075997
Fumaric acid,Quinic acid,0.692545560317
Cryptotanshinone,Myristicin,0.692337646028
Caffeic acid,Quinic acid,0.692140940204
Testosterone,Malic acid,0.692113521152
Citric acid,7-Hydroxycoumarin,0.691981428602
Punicalin,"6,8-Diprenylgenistein",0.691922471685
Rutin,Acetylursolic acid,0.69175356732
Folic acid,Acetovanillone,0.69160739481
"6,8-Diprenylgenistein",Benzoic acid,0.691584817253
Gancaonin U,Ellagic acid,0.691532358788
Tanshinone II,Rutin,0.69135230099
Naringenin,Acetovanillone,0.691249046355
Gibberellin A3,3-O-Caffeoylquinic acid,0.691202823839
Gallic acid,Cholesterol,0.691133387875
Ajmalicine,Spermine,0.691115870283
Vanillin,L-Phenylalanine,0.691028276778
Isolicoflavonol,Naringenin,0.69046732528
2'-Hydroxygenistein,Testosterone,0.690451628906
Glycyrrhizic acid,(-)-Jasmonic acid,0.690028992114
alpha-Pinene,Sucrose,0.690011887683
3-O-Caffeoylquinic acid,Isolicoflavonol,0.689889203911
Naringin,Myricetin,0.689687008869
Quinic acid,Myristicin,0.689666572671
Vanillic acid,Testosterone,0.689619716965
Hirsutrin,Sigmoidin B,0.689583909496
(R)-linalool,Cholesterol,0.689482721802
Linoleic acid,Citric acid,0.689421397678
Rutin,2'-Hydroxygenistein,0.689296506875
Tryptamine,Testosterone,0.688729311233
Rutin,Vanillic acid,0.688651913047
Peucedanin,Fumaric acid,0.688644301915
Indole-3-acetic acid,Adenosine,0.688589863214
Apigenin,Gallic acid,0.688586274608
Ellagic acid,Oleanolic acid,0.688362409156
Acetylursolic acid,Betulinic acid,0.688155354047
Apigenin,"Methyl 3,4,5-trihydroxybenzoate",0.68786556132
Myristicin,Ferruginol,0.687845340294
Tryptamine,Fumaric acid,0.687802534651
Malic acid,Apigenin,0.68771095007
Indole-3-acetic acid,Oleanolic acid,0.687483299793
Gallic acid,Isoprene,0.686989475357
(R)-linalool,Caffeic acid,0.686643165548
Testosterone,Tanshinone II,0.686542483858
Myricetin,Betulinic acid,0.686473967858
Oestrone,Oleanolic acid,0.686366389182
Myricetin,Fumaric acid,0.686179727175
Myricetin,Coumarin,0.686059424939
Quercetin,Adenosine,0.68596665294
Palmitic acid,Citric acid,0.685932023505
Spermidine,Sanguinarine,0.68586754745
Testosterone,Isolicoflavonol,0.685577243348
"1,3,7-Trihydroxyxanthone",Quinic acid,0.685465853515
"6,8-Diprenylgenistein",Apigenin,0.685180601537
Caffeic acid,Benzoic acid,0.684977041791
Tryptamine,Isolicoflavonol,0.6849751104
Dihydrotanshinone I,Guanosine,0.684948174685
3-O-Caffeoylquinic acid,Tryptamine,0.684697197707
Rutin,Coumestrol,0.684538332076
Coumarin,Gancaonin U,0.684526067059
alpha-Tocopherol,Cryptotanshinone,0.684255313653
Glycyrrhisoflavone,Dihydrotanshinone I,0.68414721424
Dihydrotanshinone I,Glisoflavone,0.68414721424
Isobavachalcone,Dihydrotanshinone I,0.68414721424
Hirsutrin,Isoschaftoside,0.684115188189
alpha-Pinene,Oleic acid,0.684042340312
Indole-3-acetic acid,Tanshinone II,0.683961544219
Tanshinone I,Punicalin,0.683616743171
3-O-Caffeoylquinic acid,(R)-linalool,0.683575572819
Isolicoflavonol,Chrysoeriol,0.683373909951
Apigenin,Citric acid,0.683197543982
Tryptamine,Quercetin,0.68302468296
Acetylursolic acid,"6,8-Diprenylgenistein",0.68220110198
Naringenin,3-O-Caffeoylquinic acid,0.682112961381
Coumestrol,Isolicoflavonol,0.682088717503
Isolicoflavonol,Malic acid,0.682077238082
L-Phenylalanine,Ajmalicine,0.681831992611
6-Hydroxymellein,Riboflavin,0.68178753952
Rutin,Caffeic acid,0.681690243541
Myricetin,Myristicin,0.681248904482
2'-Hydroxygenistein,Citric acid,0.68105308223
Cryptotanshinone,7-Hydroxycoumarin,0.681050068823
Caffeic acid,Hirsutrin,0.681002599835
L-Phenylalanine,Acetovanillone,0.680767768762
Myricetin,3' 5'-cyclic AMP,0.680236226306
Quinic acid,Betulinic acid,0.680173768506
Vanillic acid,Citric acid,0.680122368011
Apigenin,alpha-Pinene,0.680120470691
Liquiritin,Testosterone,0.680069343726
Glycyrrhetinic acid,Benzoic acid,0.679921732079
Apigenin,Vanillic acid,0.679868947102
Lycopene,Succinic acid,0.679856762096
Oestrone,Quinic acid,0.679456013943
Isolicoflavonol,Peucedanin,0.679408302127
Salicylic acid,Indole-3-acetic acid,0.679276835586
Cholesterol,L-Phenylalanine,0.679246992554
Quinic acid,Tanshinone II,0.679161398272
Tryptamine,Citric acid,0.679036713602
Coumarin,6-Hydroxymellein,0.679007226853
Punicalin,Oleanolic acid,0.678959220947
Glycyrrhetinic acid,Acetylursolic acid,0.678943523052
Testosterone,Betulinic acid,0.678909600575
Cryptotanshinone,Indole-3-acetic acid,0.678693289226
3-O-Caffeoylquinic acid,Oleanolic acid,0.678459533872
Gibberellin A3,Caffeic acid,0.678354808122
Indole-3-acetic acid,Vanillic acid,0.678335373779
Isoliquiritigenin,Testosterone,0.6779831402
Indole-3-acetic acid,Malic acid,0.677950319253
Quinic acid,Glycyrrhetinic acid,0.677812280065
(R)-linalool,Gallic acid,0.677796338702
Coumestrol,Acetovanillone,0.677633979712
Benzoic acid,Octadecanoic acid,0.677529588431
Isobavachalcone,Phaseollidin,0.677512655857
Phaseollidin,Glycyrrhisoflavone,0.677512655857
Phaseollidin,Glisoflavone,0.677512655857
Tanshinone II,Citric acid,0.67745904591
Testosterone,Octadecanoic acid,0.677350281662
p-Coumaric acid,Ellagic acid,0.677226356194
Tanshinone II,Apigenin,0.6772161944
3-O-Caffeoylquinic acid,"Methyl 3,4,5-trihydroxybenzoate",0.677202478606
Ellagic acid,Myricetin,0.677111352775
3-O-Caffeoylquinic acid,Isoliquiritigenin,0.676586425381
2'-Hydroxygenistein,Quinic acid,0.676499941289
3-O-Caffeoylquinic acid,"3,4-Dihydroxybenzoic acid",0.676458686008
Peucedanin,Apigenin,0.676317958505
Apigenin,Spermine,0.676070705365
Vanillic acid,3-O-Caffeoylquinic acid,0.676048612778
Spermidine,Berberine,0.675976847201
Indole-3-acetic acid,Tanshinone I,0.675836878305
Kaempferol 3-glucuronide,Rutin,0.675585853074
Quinic acid,Vanillin,0.675371588975
Glycyrrhizic acid,Protopine,0.675028150623
7-Hydroxycoumarin,Salicylic acid,0.674943805946
Caffeic acid,Spermine,0.674776767894
Citric acid,Adenosine,0.674774046192
Ajmalicine,9-Ribosyl-trans-zeatin,0.674532476993
Ajmalicine,Isorhamnetin 3-O-beta-D-glucopyranoside,0.674532476993
Testosterone,Oleanolic acid,0.674517471846
Citric acid,Oleanolic acid,0.674368732567
3' 5'-cyclic AMP,Caffeic acid,0.674226887883
Punicalin,Oleic acid,0.674209731316
Peucedanin,Hirsutrin,0.673970488301
beta-D-Glucosamine,Oleic acid,0.673720053639
Betulinic acid,Indole-3-acetic acid,0.673666490743
Myricetin,Testosterone,0.673601781503
Oestrone,Betulinic acid,0.67340140595
3' 5'-cyclic AMP,Quercetin,0.673390631382
Citric acid,Tanshinone I,0.673279852641
Quinic acid,"Methyl 3,4,5-trihydroxybenzoate",0.673229851121
Punicalin,2'-Hydroxygenistein,0.672999167955
Myricetin,"3,4-Dihydroxybenzoic acid",0.672976619761
Punicalin,"3,4-Dihydroxybenzoic acid",0.672683822129
Scopoletin,Apigenin,0.67260332425
Salicylic acid,Apigenin,0.67257204595
Myristicin,3-O-Caffeoylquinic acid,0.672493543916
Punicalin,Vanillic acid,0.672464815529
Isoliquiritigenin,Quercetin,0.672453559718
Quinic acid,Vanillic acid,0.672407196445
Tanshinone II,Punicalin,0.672289216975
Quinic acid,"3,4-Dihydroxybenzoic acid",0.672130482762
Lycopene,Octadecanoic acid,0.671752608054
Testosterone,Tanshinone I,0.671693814921
Spermine,Oestrone,0.671675552193
Liquiritin,Indole-3-acetic acid,0.671553430347
Ellagic acid,Gallic acid,0.671485186053
Apigenin,Vanillin,0.671306866841
Chrysoeriol,Scopoletin,0.671056419081
Salicylic acid,Rutin,0.670841370042
Quinic acid,Liquiritin,0.670796729568
Quinic acid,alpha-Tocopherol,0.670791856785
Quinic acid,Kaempferol,0.670550589059
Adenosine,Sanguinarine,0.670388318087
Isolicoflavonol,Isoliquiritigenin,0.670328062384
Acetovanillone,Oleanolic acid,0.669929505915
Quercetin,Sanguinarine,0.669890152046
Octadecanoic acid,Coumestrol,0.669872524434
Formononetin,Octadecanoic acid,0.669859096126
2'-Hydroxygenistein,Benzoic acid,0.669786738681
Ellagic acid,Betulinic acid,0.669765869613
Quinic acid,Naringin,0.669738815851
Coumarin,Gallic acid,0.669351235364
Quercetin,Ellagic acid,0.669260137682
Apigenin,Thiamine,0.6691379704
Rutin,Adenosine,0.668991553321
Isoschaftoside,delta-Tocopherol,0.668845565324
Fumaric acid,Cryptotanshinone,0.668457451869
Vanillin,Myricetin,0.668250384913
Glycycoumarin,beta-Monoolein,0.66821412468
Palmitic acid,alpha-Pinene,0.667870658205
Isolicoflavonol,Oleic acid,0.66773701211
Succinic acid,Oleic acid,0.66750719498
Testosterone,Chrysoeriol,0.667500011371
"Methyl 3,4,5-trihydroxybenzoate",Citric acid,0.667259888702
Acetylursolic acid,Tanshinone I,0.667194711786
Linoleic acid,Cholesterol,0.667130954199
Spermine,"1,3,7-Trihydroxyxanthone",0.667057919884
Benzoic acid,Malic acid,0.667028387222
alpha-Pinene,Ellagic acid,0.666703096769
Citric acid,alpha-Pinene,0.666420052446
