Senyawa1,Senyawa2,Synergy Score
trans-Zeatin,N6-(delta2-Isopentenyl)adenine,0.047247799
Rutin,Benzoic acid,0.047244842
Trigonelline,Tanshinone I,0.047233021
Pregnenolone,Coumarin,0.047224163
Chrysoeriol,6-Hydroxymellein,0.047208384
Tanshinone I,Malic acid,0.047207066
Isoferulic acid,Vanillin,0.047204434
Licuroside,Quercetin,0.047202386
Glycyrrhizic acid,alpha-Pinene,0.04718399
Oestrone,Myristicin,0.047174416
Myristicin,Caffeic acid,0.047171715
alpha-Tocopherol,3' 5'-cyclic AMP,0.047165802
L-Phenylalanine,Indole-3-acetic acid,0.04714514
Loganic acid,Apigenin,0.047138481
Guanosine,Tanshinone II,0.047130326
Kaempferol,Isoliquiritigenin,0.047129287
Vanillin,Cryptotanshinone,0.047091411
Ajmalicine,Myricetin,0.0470875
Benzoic acid,Punicalin,0.047075479
(+)-S-Carvone,Sucrose,0.047075253
Sucrose,4-Terpineol,0.047075253
alpha-Terpinene,Sucrose,0.047075253
Betulinic acid,Ellagic acid,0.04707481
trans-Zeatin,alpha-Tocopherol,0.047060909
Oxalic acid,Tryptamine,0.047052954
delta-Tocopherol,Coumarin,0.047026305
Quercetin,Palmitic acid,0.047019997
Acetylursolic acid,Glycyrrhetinic acid,0.046997848
Naringin,Quinic acid,0.046991326
Fisetin,Kaempferol,0.046973173
Kaempferol,Vanillin,0.046943658
Myricetin,alpha-Pinene,0.046933037
Ajmalicine,Vincristine,0.046932143
9-Ribosyl-trans-zeatin,Trigonelline,0.046930185
Lycopene,Scopoletin,0.046922333
Isorhamnetin 3-O-beta-D-glucopyranoside,Tetrahydroalstonine,0.046917728
Citric acid,Spermidine,0.046907036
Rutin,Isoliquiritigenin,0.046887599
Quinic acid,Fumaric acid,0.046885976
Guanosine,2'-Hydroxygenistein,0.046880829
7-Hydroxycoumarin,Testosterone,0.046879419
Quercetin,Thiamine,0.046876148
N6-(delta2-Isopentenyl)adenine,alpha-Tocopherol,0.04687467
9-Ribosyl-trans-zeatin,Adenosine,0.046868851
Myristicin,Coumestrol,0.046859965
Peucedanin,Betulinic acid,0.046858968
Isoferulic acid,Citric acid,0.046856059
Oleic acid,Riboflavin,0.046834307
Tanshinone II,L-Phenylalanine,0.046819071
Liquiritin,Punicalin,0.046792973
2'-Hydroxygenistein,Kaempferol,0.046790639
"1,3,7-Trihydroxyxanthone",Tanshinone I,0.046783263
Myricetin,Tanshinone II,0.046769354
Coumarin,"6,8-Diprenylgenistein",0.046766551
Folic acid,Ajmalicine,0.046725439
Coumestrol,Betulinic acid,0.046720114
Naringenin,Myristicin,0.046712134
Methyl rosmarinate,alpha-Tocopherol,0.046712013
Cryptotanshinone,L-Phenylalanine,0.046691824
Cholesterol,4-Terpineol,0.046691683
(+)-S-Carvone,Cholesterol,0.046691683
alpha-Terpinene,Cholesterol,0.046691683
Tanshinone II,Labiatenic acid,0.04668116
(R)-linalool,(+)-S-Carvone,0.046656422
alpha-Terpinene,(R)-linalool,0.046656422
4-Terpineol,(R)-linalool,0.046656422
Fumaric acid,Apigenin,0.046624362
Sanguinarine,3-O-Caffeoylquinic acid,0.046614802
Sweroside,Liquiritin,0.046609781
Linoleic acid,Apigenin,0.046602569
6-Hydroxymellein,7-Hydroxycoumarin,0.046590862
Citric acid,Chelerythrine,0.046576812
Tetrahydroalstonine,Cryptotanshinone,0.046575543
Acetovanillone,Vitamin A,0.046574874
Oleic acid,Labiatenic acid,0.046571195
Acetylursolic acid,Vanillic acid,0.04653406
alpha-Pinene,alpha-Tocopherol,0.04652452
Gibberellin A3,Spermine,0.046520188
Salicylic acid,7-Hydroxycoumarin,0.046504883
alpha-Tocopherol,Quinic acid,0.046485489
Guanosine,Naringin,0.046472731
Ajmalicine,"1,3,7-Trihydroxyxanthone",0.046465903
Naringin,Vanillin,0.046462878
Oleic acid,Apigenin,0.046461226
Oleanolic acid,Naringin,0.046454594
L-Phenylalanine,Formononetin,0.046451606
Gibberellin A3,Citric acid,0.046439189
Gibberellin A3,Apigenin,0.046433157
Testosterone,Acetovanillone,0.046430354
Chelerythrine,Cryptotanshinone,0.046405028
Scopoletin,Peucedanin,0.046396837
6-Hydroxymellein,Adenosine,0.046395231
Vincristine,Isoliquiritigenin,0.046391175
L-Phenylalanine,Scopoletin,0.046386732
Serotonin,Isorhamnetin 3-O-beta-D-glucopyranoside,0.046378253
Guanosine,Tanshinone I,0.04636695
Linoleic acid,Citric acid,0.046323683
Quinic acid,Vanillin,0.046314755
Tetrahydroalstonine,Tryptamine,0.046307737
Cryptotanshinone,Kaempferol,0.046306582
Punicalin,"6,8-Diprenylgenistein",0.046279372
Trigonelline,Octadecanoic acid,0.046274699
Isoferulic acid,Fumaric acid,0.046271681
(R)-linalool,Gibberellin A3,0.046244172
Oxalic acid,Kaempferol,0.046234143
Adenosine,beta-Carotene,0.046216251
Apigenin,Hirsutrin,0.046216091
Benzoic acid,Tetrahydroalstonine,0.046215863
Oxalic acid,beta-D-Glucosamine,0.046213735
Thiamine,Isoferulic acid,0.046202672
Benzoic acid,Betulinic acid,0.046187386
L-Phenylalanine,7-Hydroxycoumarin,0.046179288
Loganic acid,Isoliquiritigenin,0.046172858
Riboflavin,Citric acid,0.046170388
Scopoletin,Quercetin,0.046145181
Sanguinarine,Tanshinone II,0.046130826
Naringin,Sanguinarine,0.046106828
Ajmalicine,Benzoic acid,0.046092543
delta-Tocopherol,9-Ribosyl-trans-zeatin,0.046089624
Quercetin,Isoferulic acid,0.046083977
N6-(delta2-Isopentenyl)adenine,(-)-Jasmonic acid,0.046062663
Labiatenic acid,Lycopene,0.04605633
9-Ribosyl-trans-zeatin,Ajmalicine,0.046053423
Chrysoeriol,Labiatenic acid,0.046050069
N6-(delta2-Isopentenyl)adenine,Protopine,0.04602331
"3,4-Dihydroxybenzoic acid",Formononetin,0.046020159
Vanillin,alpha-Tocopherol,0.046013254
Sucrose,Linoleic acid,0.045996415
Fumaric acid,Sanguinarine,0.045991587
Guanosine,Scopoletin,0.045983274
Cholesterol,Benzoic acid,0.045972146
Trigonelline,Formononetin,0.045951118
Fumaric acid,trans-Zeatin,0.045940977
Ellagic acid,"6,8-Diprenylgenistein",0.045939889
Acetovanillone,Vanillin,0.045925117
Myricetin,Spermidine,0.045911857
Oleic acid,Fumaric acid,0.045899908
Caffeic acid,Pregnenolone,0.045899872
Lycopene,Riboflavin,0.045890452
Berberine,Testosterone,0.045856328
3-O-Caffeoylquinic acid,Naringenin,0.045855726
Testosterone,Tanshinone I,0.045839515
Labiatenic acid,Testosterone,0.045835303
Isoprene,Coumestrol,0.045809727
Salicylic acid,Indole-3-acetic acid,0.045796452
Oxalic acid,Succinic acid,0.045788183
Vincristine,"Methyl 3,4,5-trihydroxybenzoate",0.045785114
L-Phenylalanine,Isoliquiritigenin,0.045784013
Naringenin,Linoleic acid,0.045779872
Isoliquiritigenin,trans-Zeatin,0.045773153
7-Hydroxycoumarin,Trigonelline,0.045773058
Tanshinone II,trans-Zeatin,0.045760064
Oleic acid,Isoliquiritigenin,0.04575767
Apigenin,2'-Hydroxygenistein,0.045751021
Cholesterol,Coumarin,0.045749316
7-Hydroxycoumarin,Spermine,0.045724554
Tetrahydroalstonine,Coumestrol,0.045717183
L-Phenylalanine,2'-Hydroxygenistein,0.045698354
Punicalin,Isorhamnetin 3-O-beta-D-glucopyranoside,0.045692655
Vanillic acid,Betulinic acid,0.045678401
Ellagic acid,Myoinositol,0.045673702
Benzoic acid,Serotonin,0.04566044
"3,4-Dihydroxybenzoic acid","6,8-Diprenylgenistein",0.045658326
Spermine,Vanillin,0.045652595
4-Terpineol,Acetylursolic acid,0.045652249
(+)-S-Carvone,Acetylursolic acid,0.045652249
Acetylursolic acid,alpha-Terpinene,0.045652249
Scopoletin,Isoferulic acid,0.04564592
Myoinositol,Salicylic acid,0.045644119
Caffeic acid,beta-Carotene,0.045620798
trans-Zeatin,Gibberellin A3,0.045620743
Lycopene,Formononetin,0.045613482
(R)-linalool,3' 5'-cyclic AMP,0.04560103
Isoferulic acid,Gibberellin A3,0.045600417
Spermidine,Sucrose,0.045583602
Peucedanin,"6,8-Diprenylgenistein",0.045573594
Tryptamine,"6,8-Diprenylgenistein",0.045570921
Ferruginol,beta-D-Glucosamine,0.045558623
Vitamin A,Fisetin,0.045551569
alpha-Pinene,Isoliquiritigenin,0.045546006
Ferruginol,Berberine,0.045538964
Indole-3-acetic acid,Vitamin A,0.045510473
Vindoline,Linoleic acid,0.045505799
Ferruginol,Trigonelline,0.045505716
"1,3,7-Trihydroxyxanthone",Acetylursolic acid,0.045503731
Hirsutrin,Tanshinone I,0.045502017
Formononetin,Sanguinarine,0.045500791
Oleic acid,Sanguinarine,0.045500622
Sigmoidin B,Hirsutrin,0.045499219
Isoferulic acid,2'-Hydroxygenistein,0.04549311
Fumaric acid,Myricetin,0.045488255
Sweroside,delta-Tocopherol,0.045485654
Trigonelline,Chelerythrine,0.045482505
Adenosine,Myoinositol,0.045433163
Fisetin,Coumestrol,0.045409941
Gallic acid,Cryptotanshinone,0.045404359
Sweroside,(-)-Jasmonic acid,0.045389499
Vincristine,Vanillic acid,0.04538555
Oxalic acid,Naringenin,0.045368329
Myricetin,Liquiritin,0.045362391
Kaempferol,Naringin,0.04536184
Chelerythrine,Apigenin,0.045361195
Quercetin,Myristicin,0.045359485
3-O-Caffeoylquinic acid,"3,4-Dihydroxybenzoic acid",0.045357095
Myristicin,"Methyl 3,4,5-trihydroxybenzoate",0.045339886
Isoprene,Salicylic acid,0.045337604
Apigenin,(R)-linalool,0.045337313
Naringenin,Licuroside,0.045335686
Vitamin A,Tanshinone I,0.045332939
trans-Zeatin,Chelerythrine,0.045316538
Oestrone,delta-Tocopherol,0.045280327
4-Terpineol,Kaempferol,0.045247443
alpha-Terpinene,Kaempferol,0.045247443
(+)-S-Carvone,Kaempferol,0.045247443
Gibberellin A3,Quinic acid,0.045245321
Ellagic acid,Loganin,0.045239351
Quinic acid,Oleic acid,0.045228569
Chelerythrine,alpha-Tocopherol,0.04522407
3' 5'-cyclic AMP,Kaempferol 3-glucuronide,0.045221896
Isorhamnetin 3-O-beta-D-glucopyranoside,Chelerythrine,0.045206683
7-Hydroxycoumarin,Tryptamine,0.045201601
2'-Hydroxygenistein,Myricetin,0.045182929
Fumaric acid,Sweroside,0.045174235
Myricetin,Gibberellin A3,0.045165788
Vitamin A,Vindoline,0.045153727
Isoschaftoside,Hirsutrin,0.045138389
N6-(delta2-Isopentenyl)adenine,Hirsutrin,0.045136647
Citric acid,Apigenin,0.045135601
Gallic acid,Ajmalicine,0.04511824
N6-(delta2-Isopentenyl)adenine,3' 5'-cyclic AMP,0.045104783
beta-Carotene,Coumarin,0.045091566
Peucedanin,(+)-S-Carvone,0.04507669
Peucedanin,alpha-Terpinene,0.04507669
4-Terpineol,Peucedanin,0.04507669
trans-Zeatin,(R)-linalool,0.045062694
L-Phenylalanine,Naringin,0.04505798
Citric acid,Vanillin,0.045050646
Spermidine,Octadecanoic acid,0.045047159
L-Phenylalanine,trans-Zeatin,0.045045685
2'-Hydroxygenistein,Sanguinarine,0.045039755
Vitamin A,9-Ribosyl-trans-zeatin,0.045015799
"1,3,7-Trihydroxyxanthone",9-Ribosyl-trans-zeatin,0.045009192
Vanillin,Oleanolic acid,0.045008103
Liquiritin,Oleanolic acid,0.044988179
Riboflavin,Gibberellin A3,0.044986377
Acetovanillone,Quinic acid,0.044985349
3-O-Caffeoylquinic acid,Tetrahydroalstonine,0.044977834
Indole-3-acetic acid,Adenosine,0.044946782
Peucedanin,Linoleic acid,0.044940764
N6-(delta2-Isopentenyl)adenine,Tetrahydroalstonine,0.044920006
Tryptamine,Myristicin,0.044918682
Indole-3-acetic acid,Testosterone,0.044918232
"3,4-Dihydroxybenzoic acid",Myristicin,0.044912759
Cryptotanshinone,Quinic acid,0.044910575
Trigonelline,Fisetin,0.044903405
Vanillin,Isoliquiritigenin,0.044872755
Vincamine,Adenosine,0.044859361
"1,3,7-Trihydroxyxanthone",Myristicin,0.044856925
Isoliquiritigenin,Isoferulic acid,0.044855702
(R)-linalool,Sanguinarine,0.044855383
2'-Hydroxygenistein,Oleanolic acid,0.044847317
Apigenin,trans-Zeatin,0.044841777
Benzoic acid,Vincamine,0.044834304
Isoferulic acid,Cryptotanshinone,0.044831149
Isoschaftoside,Licuroside,0.044816914
N6-(delta2-Isopentenyl)adenine,Scopoletin,0.044816471
Malic acid,Tetrahydroalstonine,0.044809633
Isoprene,Oestrone,0.044806608
Glycyrrhetinic acid,Formononetin,0.044796358
Oleic acid,Gibberellin A3,0.044780491
Succinic acid,Sweroside,0.044773989
6-Hydroxymellein,Spermine,0.044757796
Guanosine,(R)-linalool,0.044747837
Folic acid,Myristicin,0.044743147
Serotonin,Folic acid,0.044742404
Vanillin,Fumaric acid,0.044732077
Oleanolic acid,Isoferulic acid,0.044694875
Oleanolic acid,trans-Zeatin,0.044692879
Myricetin,Citric acid,0.04468887
Vanillin,Liquiritin,0.044678189
Isoferulic acid,alpha-Tocopherol,0.044674172
3-O-Caffeoylquinic acid,"1,3,7-Trihydroxyxanthone",0.044656727
Acetylursolic acid,Oestrone,0.044653396
Peucedanin,Berberine,0.044650424
Cholesterol,Vitamin A,0.044650213
4-Terpineol,Oleic acid,0.044647455
Oleic acid,(+)-S-Carvone,0.044647455
Oleic acid,alpha-Terpinene,0.044647455
alpha-Pinene,beta-Carotene,0.044628487
trans-Zeatin,Sanguinarine,0.044623806
Naringenin,Labiatenic acid,0.04462228
Kaempferol 3-glucuronide,Licuroside,0.044592039
Sanguinarine,Cholesterol,0.044589132
Folic acid,Rutin,0.044588286
2'-Hydroxygenistein,trans-Zeatin,0.044579124
trans-Zeatin,Naringin,0.044563309
Caffeic acid,delta-Tocopherol,0.044553541
Pregnenolone,Oestrone,0.044548956
Guanosine,Glycyrrhizic acid,0.044530816
Oxalic acid,Fumaric acid,0.044517773
Liquiritin,trans-Zeatin,0.04451473
Liquiritin,Rutin,0.04451266
Betulinic acid,"Methyl 3,4,5-trihydroxybenzoate",0.044498103
Benzoic acid,"6,8-Diprenylgenistein",0.044491375
Liquiritin,Sanguinarine,0.044489548
Apigenin,Cryptotanshinone,0.044481843
3' 5'-cyclic AMP,Isoprene,0.044475493
Tryptamine,Linoleic acid,0.044461142
Oleanolic acid,Tanshinone I,0.044454885
Isoprene,Vincristine,0.0444434
Ferruginol,Glycyrrhizic acid,0.044442521
Gallic acid,Kaempferol 3-glucuronide,0.044437448
Sanguinarine,Gibberellin A3,0.04443239
beta-Monoolein,Spermidine,0.044426895
Lycopene,Acetovanillone,0.044413322
Coumestrol,7-Hydroxycoumarin,0.044403203
Vindoline,Apigenin,0.044399968
Glycyrrhetinic acid,Betulinic acid,0.044395598
Guanosine,trans-Zeatin,0.044395488
(R)-linalool,Citric acid,0.044392334
2'-Hydroxygenistein,Labiatenic acid,0.044388584
Tanshinone I,2'-Hydroxygenistein,0.044387903
Vitamin A,Pregnenolone,0.044383744
Thiamine,Myricetin,0.044381962
Isoferulic acid,Naringin,0.044372292
Malic acid,Formononetin,0.04436576
trans-Zeatin,Vanillin,0.044358939
"1,3,7-Trihydroxyxanthone",Scopoletin,0.044354838
Vindoline,9-Ribosyl-trans-zeatin,0.044353364
Serotonin,Naringenin,0.0443486
Myricetin,alpha-Tocopherol,0.044348393
Isoprene,Adenosine,0.044315234
Vindoline,Spermidine,0.044301459
Trigonelline,Tetrahydroalstonine,0.044293398
Vitamin A,Hirsutrin,0.044284753
"6,8-Diprenylgenistein",Coumestrol,0.044274526
Linoleic acid,Glycyrrhetinic acid,0.044257492
Vindoline,Serotonin,0.044246497
Guanosine,7-Hydroxycoumarin,0.044234182
Myricetin,(R)-linalool,0.044233467
Liquiritin,Oleic acid,0.044232335
Tanshinone II,Apigenin,0.044231255
Labiatenic acid,Naringin,0.044225801
Naringin,Myricetin,0.04421262
Punicalin,Testosterone,0.044211476
Myoinositol,Coumarin,0.044210513
alpha-Terpinene,Hirsutrin,0.044207842
Hirsutrin,(+)-S-Carvone,0.044207842
4-Terpineol,Hirsutrin,0.044207842
Lycopene,Berberine,0.04420246
Vanillic acid,"6,8-Diprenylgenistein",0.044200756
p-Coumaric acid,Benzoic acid,0.044194367
Sanguinarine,Quinic acid,0.044164943
Tanshinone I,Chrysoeriol,0.044160975
3' 5'-cyclic AMP,Riboflavin,0.044128103
Indole-3-acetic acid,Caffeic acid,0.04411065
Ferruginol,Labiatenic acid,0.044106018
Caffeic acid,Riboflavin,0.044095899
alpha-Tocopherol,Isoliquiritigenin,0.044063974
Isoliquiritigenin,Thiamine,0.044057674
Gibberellin A3,Sweroside,0.044045292
Oxalic acid,Cryptotanshinone,0.044042495
Oleanolic acid,Quinic acid,0.044026295
Gibberellin A3,Vanillin,0.044022187
trans-Zeatin,Ferruginol,0.044019899
Benzoic acid,delta-Tocopherol,0.04401837
Sucrose,L-Phenylalanine,0.044012219
Serotonin,Apigenin,0.044010572
Lycopene,Quinic acid,0.044002321
Tetrahydroalstonine,Glycyrrhetinic acid,0.043996307
Liquiritin,Isoferulic acid,0.04399545
Kaempferol,Linoleic acid,0.043983071
Isoliquiritigenin,Oleanolic acid,0.043982443
Testosterone,Myoinositol,0.043969139
Cryptotanshinone,Myricetin,0.043934717
Tanshinone II,Chelerythrine,0.043931889
Licuroside,Ellagic acid,0.043921888
Folic acid,Labiatenic acid,0.043902625
"6,8-Diprenylgenistein","Methyl 3,4,5-trihydroxybenzoate",0.04388377
Myristicin,Vanillin,0.043876167
Labiatenic acid,alpha-Pinene,0.043873155
Isoliquiritigenin,(+)-S-Carvone,0.043866032
alpha-Terpinene,Isoliquiritigenin,0.043866032
Isoliquiritigenin,4-Terpineol,0.043866032
Ajmalicine,Testosterone,0.043863475
Chelerythrine,Chrysoeriol,0.043861501
Indole-3-acetic acid,Oestrone,0.043860387
6-Hydroxymellein,"Methyl 3,4,5-trihydroxybenzoate",0.043849521
Fisetin,Octadecanoic acid,0.043835162
Berberine,Myricetin,0.043819669
Vanillin,Tanshinone I,0.043817399
Tetrahydroalstonine,Naringenin,0.043811861
Scopoletin,Myricetin,0.043801334
Folic acid,Pregnenolone,0.04378676
Ferruginol,Oleanolic acid,0.043783536
Liquiritin,delta-Tocopherol,0.043780621
Trigonelline,Myristicin,0.043763726
Tanshinone I,Naringin,0.043752263
Apigenin,Isoprene,0.043751719
Vincamine,Salicylic acid,0.043745674
Myricetin,Vanillin,0.043739036
Tanshinone II,alpha-Tocopherol,0.043734265
Apigenin,Rutin,0.043733386
Berberine,alpha-Pinene,0.043720552
Ellagic acid,Vincamine,0.043717155
9-Ribosyl-trans-zeatin,Peucedanin,0.043715253
Spermidine,Isorhamnetin 3-O-beta-D-glucopyranoside,0.043711683
"3',4',7-Trihydroxyflavone",Ferruginol,0.043701921
Glycyrrhizic acid,Vindoline,0.043691988
Thiamine,Tanshinone II,0.043689428
Isoferulic acid,Oleic acid,0.043669587
Rutin,Testosterone,0.043663523
Riboflavin,Cholesterol,0.043661644
Oleic acid,(R)-linalool,0.043637401
Licuroside,Adenosine,0.043626037
Scopoletin,Malic acid,0.043597509
Loganin,Fisetin,0.043596369
Punicalin,Vitamin A,0.043592642
(R)-linalool,Isoferulic acid,0.043591968
3-O-Caffeoylquinic acid,"Methyl 3,4,5-trihydroxybenzoate",0.043581998
Kaempferol,Formononetin,0.043572421
Kaempferol,Chelerythrine,0.043571777
Myristicin,Vanillic acid,0.043569372
Tanshinone II,Gibberellin A3,0.043566995
Cryptotanshinone,Licuroside,0.043564889
(-)-Jasmonic acid,Isoprene,0.043561793
Sucrose,Glycyrrhizic acid,0.043559967
7-Hydroxycoumarin,"1,3,7-Trihydroxyxanthone",0.043542527
Liquiritin,L-Phenylalanine,0.043532763
Ferruginol,Ajmalicine,0.043530407
Chrysoeriol,Fumaric acid,0.043529216
delta-Tocopherol,Guanosine,0.043518411
Coumestrol,Pregnenolone,0.043518109
beta-Carotene,Oestrone,0.043517952
Phaseollidin,Glycyrrhizic acid,0.043516923
Gibberellin A3,Chrysoeriol,0.043505971
Guanosine,Testosterone,0.04349747
Octadecanoic acid,Berberine,0.043486027
alpha-Pinene,Cryptotanshinone,0.043477684
L-Phenylalanine,Acetylursolic acid,0.043456521
Ferruginol,Lycopene,0.043418309
7-Hydroxycoumarin,"Methyl 3,4,5-trihydroxybenzoate",0.043411072
Myristicin,Malic acid,0.043404818
Vindoline,Kaempferol,0.0433898
Quinic acid,(R)-linalool,0.043379129
Caffeic acid,"(6S,9R)-Roseoside",0.043375019
3' 5'-cyclic AMP,Loganin,0.043374593
"1,3,7-Trihydroxyxanthone","6,8-Diprenylgenistein",0.043371388
"(6S,9R)-Roseoside",Salicylic acid,0.043367776
Caffeic acid,Myoinositol,0.043355755
Chrysoeriol,Oleanolic acid,0.043352244
Riboflavin,(R)-linalool,0.043340234
Ellagic acid,"(6S,9R)-Roseoside",0.043323177
trans-Zeatin,Cryptotanshinone,0.043321795
Spermidine,Apigenin,0.043320979
6-Hydroxymellein,Hirsutrin,0.043319117
Quercetin,7-Hydroxycoumarin,0.043316463
Cholesterol,Isoprene,0.043314339
Kaempferol,Rutin,0.043290454
Riboflavin,Vincristine,0.043282386
Vindoline,"3,4-Dihydroxybenzoic acid",0.043274294
3-O-Caffeoylquinic acid,Coumestrol,0.043261963
Oleanolic acid,Oleic acid,0.04323994
6-Hydroxymellein,Tryptamine,0.043234249
Kaempferol 3-glucuronide,Lycopene,0.043227809
Gallic acid,Tanshinone II,0.043225111
Myricetin,Oleanolic acid,0.043223655
Myristicin,Glycyrrhetinic acid,0.043223052
Coumestrol,Glycyrrhizic acid,0.043221077
Serotonin,Tetrahydroalstonine,0.043216197
Rutin,9-Ribosyl-trans-zeatin,0.043216079
"1,3,7-Trihydroxyxanthone",Betulinic acid,0.043215633
Phaseollidin,Licuroside,0.043214771
alpha-Tocopherol,Chrysoeriol,0.043206039
Vincamine,Caffeic acid,0.04320001
Vindoline,Myricetin,0.043193776
9-Ribosyl-trans-zeatin,"3,4-Dihydroxybenzoic acid",0.043184668
"Methyl 3,4,5-trihydroxybenzoate",Acetylursolic acid,0.043167578
9-Ribosyl-trans-zeatin,Tryptamine,0.043166387
Kaempferol 3-glucuronide,Oxalic acid,0.04316637
Methyl rosmarinate,Isoliquiritigenin,0.043162699
Quinic acid,Scopoletin,0.043161817
Tanshinone II,Fumaric acid,0.04315887
Indole-3-acetic acid,Quercetin,0.043149542
Rutin,Vitamin A,0.043148272
Punicalin,Myricetin,0.043129597
7-Hydroxycoumarin,Quinic acid,0.043117561
Oxalic acid,Chrysoeriol,0.043113348
Oestrone,Betulinic acid,0.043101183
Liquiritin,Chelerythrine,0.043098771
Scopoletin,Kaempferol,0.043078612
Vanillic acid,6-Hydroxymellein,0.043067969
Vitamin A,Betulinic acid,0.043051233
Tanshinone I,Isoferulic acid,0.043050609
Caffeic acid,p-Coumaric acid,0.043036592
(R)-linalool,Vanillin,0.04302319
7-Hydroxycoumarin,"3,4-Dihydroxybenzoic acid",0.043023014
Sweroside,Folic acid,0.042996861
Oxalic acid,Gibberellin A3,0.042990076
Chelerythrine,Loganin,0.042979615
Peucedanin,Serotonin,0.042977409
Oestrone,Cholesterol,0.042973628
Sweroside,(R)-linalool,0.042962821
3' 5'-cyclic AMP,Isoferulic acid,0.042960271
Linoleic acid,Chrysoeriol,0.042949883
Betulinic acid,Testosterone,0.042934101
alpha-Tocopherol,Oxalic acid,0.042929628
Kaempferol 3-glucuronide,(+)-S-Carvone,0.042910054
alpha-Terpinene,Kaempferol 3-glucuronide,0.042910054
Kaempferol 3-glucuronide,4-Terpineol,0.042910054
Hirsutrin,Myricetin,0.042906639
Indole-3-acetic acid,Gallic acid,0.042898963
Testosterone,Serotonin,0.04287975
Chrysoeriol,Citric acid,0.042879327
Myricetin,Oleic acid,0.042872809
"1,3,7-Trihydroxyxanthone",Cholesterol,0.042867887
Peucedanin,N6-(delta2-Isopentenyl)adenine,0.042858219
Acetovanillone,Caffeic acid,0.042855517
Chrysoeriol,Isoferulic acid,0.042837983
Betulinic acid,Folic acid,0.042837659
Sanguinarine,Chrysoeriol,0.042790716
Adenosine,"(6S,9R)-Roseoside",0.042789134
Tetrahydroalstonine,"1,3,7-Trihydroxyxanthone",0.042784351
Citric acid,Tanshinone II,0.042774439
L-Phenylalanine,Kaempferol 3-glucuronide,0.042773269
Isoliquiritigenin,Gibberellin A3,0.042770528
Spermidine,Oxalic acid,0.042759465
Scopoletin,Glycyrrhetinic acid,0.042756369
Thiamine,Kaempferol,0.04274617
Myricetin,3-O-Caffeoylquinic acid,0.042744589
(R)-linalool,Tanshinone II,0.042743564
Tetrahydroalstonine,Spermidine,0.042732292
Indole-3-acetic acid,"3,4-Dihydroxybenzoic acid",0.042725796
